stage_record_id,application_id,stage_id,stage_date,result
1583,443,2,2025-06-10,Passed
1584,443,3,2025-06-16,Rejected
1585,444,1,2025-01-26,Passed
1586,444,2,2025-01-29,Passed
1587,444,3,2025-01-31,Passed
1588,444,4,2025-02-04,Rejected
1589,445,1,2025-03-31,Passed
1590,445,2,2025-04-03,Passed
1591,445,3,2025-04-04,Rejected
1592,446,1,2025-05-29,Passed
1593,446,2,2025-06-02,Rejected
1594,447,1,2025-12-13,Passed
1595,447,2,2025-12-21,Passed
1596,447,3,2025-12-23,Passed
1597,447,4,2025-12-26,Rejected
1598,448,1,2025-03-01,Passed
1599,448,2,2025-03-05,Rejected
1600,449,1,2025-01-24,Passed
1601,449,2,2025-02-01,Passed
1602,449,3,2025-02-03,Passed
1603,449,4,2025-02-12,Passed
1604,449,5,2025-02-17,Rejected
1605,450,1,2025-03-12,Passed
1606,450,2,2025-03-19,Passed
1607,450,3,2025-03-25,Rejected
1608,451,1,2025-03-29,Passed
1609,451,2,2025-04-02,Rejected
1610,452,1,2025-08-13,Passed
1611,452,2,2025-08-18,Passed
1612,452,3,2025-08-20,Passed
1613,452,4,2025-08-21,Rejected
1614,453,1,2025-05-18,Passed
1615,453,2,2025-05-23,Passed
1616,453,3,2025-05-25,Rejected
1617,454,1,2025-02-17,Passed
1618,454,2,2025-02-23,Passed
1619,454,3,2025-03-04,Passed
1620,454,4,2025-03-08,Rejected
1621,455,1,2025-06-25,Passed
1622,455,2,2025-06-29,Passed
1623,455,3,2025-06-30,Rejected
1624,456,1,2025-07-25,Passed
1625,456,2,2025-08-02,Passed
1626,456,3,2025-08-09,Passed
1627,456,4,2025-08-19,Passed
1628,456,5,2025-08-21,Rejected
1629,457,1,2025-05-20,Passed
1630,457,2,2025-05-27,Passed
1631,457,3,2025-05-29,Passed
1632,457,4,2025-06-04,Rejected
1633,458,1,2025-12-20,Passed
1634,458,2,2025-12-22,Passed
1635,458,3,2026-01-01,Passed
1636,458,4,2026-01-05,Rejected
1637,459,1,2025-08-04,Passed
1638,459,2,2025-08-09,Passed
1639,459,3,2025-08-11,Rejected
1640,460,1,2025-03-27,Passed
1641,460,2,2025-03-30,Rejected
1642,461,1,2025-12-23,Passed
1643,461,2,2026-01-01,Passed
1644,461,3,2026-01-05,Rejected
1645,462,1,2025-03-23,Passed
1646,462,2,2025-03-30,Passed
1647,462,3,2025-04-04,Rejected
1648,463,1,2025-10-30,Passed
1649,463,2,2025-11-04,Rejected
1650,464,1,2025-10-19,Passed
1651,464,2,2025-10-26,Passed
1652,464,3,2025-11-04,Passed
1653,464,4,2025-11-05,Rejected
1654,465,1,2025-04-03,Passed
1655,465,2,2025-04-05,Passed
1656,465,3,2025-04-11,Rejected
1657,466,1,2025-07-03,Passed
1658,466,2,2025-07-08,Passed
1659,466,3,2025-07-15,Passed
1660,466,4,2025-07-19,Rejected
1661,467,1,2025-12-17,Passed
1662,467,2,2025-12-21,Passed
1663,467,3,2025-12-22,Rejected
1664,468,1,2025-03-08,Passed
1665,468,2,2025-03-11,Passed
1666,468,3,2025-03-21,Passed
1667,468,4,2025-03-27,Passed
1668,468,5,2025-04-02,Rejected
1669,469,1,2025-09-07,Passed
1670,469,2,2025-09-14,Passed
1671,469,3,2025-09-16,Passed
1672,469,4,2025-09-22,Passed
1673,469,5,2025-09-28,Passed
1674,469,6,2025-10-01,Rejected
1675,470,1,2025-07-30,Passed
1676,470,2,2025-08-01,Rejected
1677,471,1,2025-02-02,Passed
1678,471,2,2025-02-04,Passed
1679,471,3,2025-02-10,Passed
1680,471,4,2025-02-11,Rejected
1681,472,1,2025-12-27,Passed
1682,472,2,2025-12-29,Rejected
1683,473,1,2025-09-26,Passed
1684,473,2,2025-09-29,Passed
1685,473,3,2025-10-04,Passed
1686,473,4,2025-10-09,Passed
1687,473,5,2025-10-12,Rejected
1688,474,1,2025-10-23,Passed
1689,474,2,2025-11-02,Passed
1690,474,3,2025-11-07,Rejected
1691,475,1,2025-04-25,Passed
1692,475,2,2025-05-01,Rejected
1693,476,1,2025-06-23,Passed
1694,476,2,2025-06-27,Passed
1695,476,3,2025-06-29,Rejected
1696,477,1,2025-12-19,Passed
1697,477,2,2025-12-21,Rejected
1698,478,1,2025-02-18,Passed
1699,478,2,2025-02-25,Passed
1700,478,3,2025-03-05,Passed
1701,478,4,2025-03-07,Rejected
1702,479,1,2025-05-08,Passed
1703,479,2,2025-05-15,Rejected
1704,480,1,2025-12-06,Passed
1705,480,2,2025-12-11,Passed
1706,480,3,2025-12-14,Rejected
1707,481,1,2025-07-17,Passed
1708,481,2,2025-07-20,Rejected
1709,482,1,2025-10-13,Passed
1710,482,2,2025-10-19,Passed
1711,482,3,2025-10-26,Rejected
1712,483,1,2025-01-28,Passed
1713,483,2,2025-02-06,Passed
1714,483,3,2025-02-09,Passed
1715,483,4,2025-02-16,Rejected
1716,484,1,2025-03-22,Passed
1717,484,2,2025-03-25,Passed
1718,484,3,2025-04-02,Passed
1719,484,4,2025-04-08,Rejected
1720,485,1,2025-08-29,Passed
1721,485,2,2025-09-05,Passed
1722,485,3,2025-09-14,Passed
1723,485,4,2025-09-21,Passed
1724,485,5,2025-09-25,Rejected
1725,486,1,2025-03-26,Passed
1726,486,2,2025-04-04,Passed
1727,486,3,2025-04-12,Passed
1728,486,4,2025-04-19,Rejected
1729,487,1,2025-09-09,Passed
1730,487,2,2025-09-11,Passed
1731,487,3,2025-09-16,Passed
1732,487,4,2025-09-21,Passed
1733,487,5,2025-09-24,Rejected
1734,488,1,2025-06-19,Passed
1735,488,2,2025-06-27,Passed
1736,488,3,2025-07-04,Passed
1737,488,4,2025-07-07,Passed
1738,488,5,2025-07-10,Passed
1739,488,6,2025-07-15,Rejected
1740,489,1,2025-01-26,Passed
1741,489,2,2025-01-28,Passed
1742,489,3,2025-02-04,Passed
1743,489,4,2025-02-13,Passed
1744,489,5,2025-02-16,Rejected
1745,490,1,2025-10-09,Passed
1746,490,2,2025-10-12,Rejected
1747,491,1,2025-07-26,Passed
1748,491,2,2025-07-28,Passed
1749,491,3,2025-08-02,Passed
1750,491,4,2025-08-05,Passed
1751,491,5,2025-08-08,Passed
1752,491,6,2025-08-13,Rejected
1753,492,1,2025-02-10,Passed
1754,492,2,2025-02-13,Passed
1755,492,3,2025-02-15,Rejected
1756,493,1,2025-10-21,Passed
1757,493,2,2025-10-24,Passed
1758,493,3,2025-11-03,Passed
1759,493,4,2025-11-08,Passed
1760,493,5,2025-11-11,Rejected
1761,494,1,2025-09-13,Passed
1762,494,2,2025-09-19,Passed
1763,494,3,2025-09-23,Passed
1764,494,4,2025-09-30,Rejected
1765,495,1,2025-03-02,Passed
1766,495,2,2025-03-12,Passed
1767,495,3,2025-03-13,Rejected
1768,496,1,2025-12-01,Passed
1769,496,2,2025-12-07,Passed
1770,496,3,2025-12-14,Rejected
1771,497,1,2025-07-26,Passed
1772,497,2,2025-07-30,Rejected
1773,498,1,2025-10-13,Passed
1774,498,2,2025-10-20,Rejected
1775,499,1,2025-02-16,Passed
1776,499,2,2025-02-25,Passed
1777,499,3,2025-03-04,Rejected
1778,500,1,2025-11-13,Passed
1779,500,2,2025-11-20,Rejected
1780,501,1,2025-09-18,Passed
1781,501,2,2025-09-23,Passed
1782,501,3,2025-09-25,Rejected
1783,502,1,2025-12-02,Passed
1784,502,2,2025-12-12,Passed
1785,502,3,2025-12-22,Passed
1786,502,4,2025-12-28,Rejected
1787,503,1,2025-06-24,Passed
1788,503,2,2025-06-27,Rejected
1789,504,1,2025-01-28,Passed
1790,504,2,2025-01-31,Rejected
1791,505,1,2025-08-21,Passed
1792,505,2,2025-08-25,Rejected
1793,506,1,2025-11-14,Passed
1794,506,2,2025-11-22,Passed
1795,506,3,2025-12-01,Passed
1796,506,4,2025-12-02,Rejected
1797,507,1,2025-12-03,Passed
1798,507,2,2025-12-07,Passed
1799,507,3,2025-12-09,Passed
1800,507,4,2025-12-15,Rejected
1801,508,1,2025-08-20,Passed
1802,508,2,2025-08-23,Rejected
1803,509,1,2025-12-04,Passed
1804,509,2,2025-12-12,Passed
1805,509,3,2025-12-16,Rejected
1806,510,1,2025-06-24,Passed
1807,510,2,2025-07-04,Passed
1808,510,3,2025-07-06,Passed
1809,510,4,2025-07-07,Rejected
1810,511,1,2025-11-21,Passed
1811,511,2,2025-11-23,Rejected
1812,512,1,2025-05-30,Passed
1813,512,2,2025-06-02,Rejected
1814,513,1,2025-07-11,Passed
1815,513,2,2025-07-19,Passed
1816,513,3,2025-07-21,Rejected
1817,514,1,2025-01-24,Passed
1818,514,2,2025-01-25,Rejected
1819,515,1,2025-09-10,Passed
1820,515,2,2025-09-15,Passed
1821,515,3,2025-09-22,Passed
1822,515,4,2025-09-26,Rejected
1823,516,1,2025-07-29,Passed
1824,516,2,2025-08-04,Passed
1825,516,3,2025-08-07,Passed
1826,516,4,2025-08-09,Rejected
1827,517,1,2025-11-09,Passed
1828,517,2,2025-11-18,Passed
1829,517,3,2025-11-23,Passed
1830,517,4,2025-12-01,Passed
1831,517,5,2025-12-06,Passed
1832,517,6,2025-12-11,Rejected
1833,518,1,2025-03-03,Passed
1834,518,2,2025-03-05,Passed
1835,518,3,2025-03-07,Passed
1836,518,4,2025-03-15,Passed
1837,518,5,2025-03-16,Rejected
1838,519,1,2025-07-21,Passed
1839,519,2,2025-07-29,Passed
1840,519,3,2025-08-01,Passed
1841,519,4,2025-08-06,Passed
1842,519,5,2025-08-11,Passed
1843,519,6,2025-08-18,Rejected
1844,520,1,2025-04-08,Passed
1845,520,2,2025-04-17,Passed
1846,520,3,2025-04-23,Passed
1847,520,4,2025-04-28,Rejected
1848,521,1,2025-02-25,Passed
1849,521,2,2025-03-06,Passed
1850,521,3,2025-03-08,Passed
1851,521,4,2025-03-12,Rejected
1852,522,1,2025-01-24,Passed
1853,522,2,2025-02-01,Passed
1854,522,3,2025-02-06,Passed
1855,522,4,2025-02-11,Rejected
1856,523,1,2025-12-11,Passed
1857,523,2,2025-12-15,Rejected
1858,524,1,2025-08-19,Passed
1859,524,2,2025-08-21,Passed
1860,524,3,2025-08-24,Rejected
1861,525,1,2025-10-29,Passed
1862,525,2,2025-11-07,Passed
1863,525,3,2025-11-13,Passed
1864,525,4,2025-11-17,Passed
1865,525,5,2025-11-19,Rejected
1866,526,1,2025-03-10,Passed
1867,526,2,2025-03-16,Rejected
1868,527,1,2025-01-03,Passed
1869,527,2,2025-01-11,Passed
1870,527,3,2025-01-13,Rejected
1871,528,1,2025-01-25,Passed
1872,528,2,2025-01-28,Passed
1873,528,3,2025-01-30,Passed
1874,528,4,2025-02-03,Passed
1875,528,5,2025-02-13,Passed
1876,528,6,2025-02-14,Rejected
1877,529,1,2025-08-10,Passed
1878,529,2,2025-08-15,Passed
1879,529,3,2025-08-19,Rejected
1880,530,1,2025-09-05,Passed
1881,530,2,2025-09-10,Rejected
1882,531,1,2025-04-01,Passed
1883,531,2,2025-04-08,Passed
1884,531,3,2025-04-11,Passed
1885,531,4,2025-04-18,Rejected
1886,532,1,2025-03-30,Passed
1887,532,2,2025-04-08,Passed
1888,532,3,2025-04-13,Passed
1889,532,4,2025-04-17,Rejected
1890,533,1,2025-03-07,Passed
1891,533,2,2025-03-16,Passed
1892,533,3,2025-03-24,Passed
1893,533,4,2025-03-28,Rejected
1894,534,1,2025-12-03,Passed
1895,534,2,2025-12-09,Passed
1896,534,3,2025-12-13,Passed
1897,534,4,2025-12-22,Passed
1898,534,5,2025-12-23,Rejected
1899,535,1,2025-06-14,Passed
1900,535,2,2025-06-19,Passed
1901,535,3,2025-06-23,Rejected
1902,536,1,2025-07-16,Passed
1903,536,2,2025-07-22,Passed
1904,536,3,2025-07-24,Rejected
1905,537,1,2025-12-21,Passed
1906,537,2,2025-12-26,Rejected
1907,538,1,2025-05-21,Passed
1908,538,2,2025-05-27,Passed
1909,538,3,2025-06-04,Passed
1910,538,4,2025-06-06,Passed
1911,538,5,2025-06-08,Rejected
1912,539,1,2025-05-31,Passed
1913,539,2,2025-06-04,Passed
1914,539,3,2025-06-06,Passed
1915,539,4,2025-06-11,Rejected
1916,540,1,2025-03-10,Passed
1917,540,2,2025-03-12,Passed
1918,540,3,2025-03-19,Rejected
1919,541,1,2025-09-20,Passed
1920,541,2,2025-09-23,Passed
1921,541,3,2025-09-29,Passed
1922,541,4,2025-10-01,Passed
1923,541,5,2025-10-09,Passed
1924,541,6,2025-10-11,Rejected
1925,542,1,2025-12-26,Passed
1926,542,2,2025-12-31,Passed
1927,542,3,2026-01-02,Passed
1928,542,4,2026-01-04,Passed
1929,542,5,2026-01-09,Passed
1930,542,6,2026-01-10,Rejected
1931,543,1,2025-06-10,Passed
1932,543,2,2025-06-13,Passed
1933,543,3,2025-06-20,Rejected
1934,544,1,2025-10-11,Passed
1935,544,2,2025-10-15,Passed
1936,544,3,2025-10-25,Passed
1937,544,4,2025-11-01,Passed
1938,544,5,2025-11-06,Passed
1939,544,6,2025-11-11,Rejected
1940,545,1,2025-04-13,Passed
1941,545,2,2025-04-21,Passed
1942,545,3,2025-04-26,Passed
1943,545,4,2025-05-03,Passed
1944,545,5,2025-05-11,Passed
1945,545,6,2025-05-12,Rejected
1946,546,1,2025-05-29,Passed
1947,546,2,2025-06-07,Passed
1948,546,3,2025-06-13,Passed
1949,546,4,2025-06-16,Rejected
1950,547,1,2025-12-11,Passed
1951,547,2,2025-12-16,Passed
1952,547,3,2025-12-25,Passed
1953,547,4,2025-12-26,Rejected
1954,548,1,2025-11-29,Passed
1955,548,2,2025-12-03,Passed
1956,548,3,2025-12-06,Passed
1957,548,4,2025-12-12,Rejected
1958,549,1,2025-09-15,Passed
1959,549,2,2025-09-19,Passed
1960,549,3,2025-09-26,Passed
1961,549,4,2025-10-02,Rejected
1962,550,1,2025-11-23,Passed
1963,550,2,2025-11-30,Passed
1964,550,3,2025-12-09,Passed
1965,550,4,2025-12-14,Passed
1966,550,5,2025-12-20,Rejected
1967,551,1,2025-03-01,Passed
1968,551,2,2025-03-03,Rejected
1969,552,1,2025-10-15,Passed
1970,552,2,2025-10-18,Passed
1971,552,3,2025-10-26,Passed
1972,552,4,2025-10-31,Rejected
1973,553,1,2025-10-20,Passed
1974,553,2,2025-10-24,Passed
1975,553,3,2025-10-30,Passed
1976,553,4,2025-11-07,Passed
1977,553,5,2025-11-09,Passed
1978,553,6,2025-11-18,Selected
1979,554,1,2025-12-30,Passed
1980,554,2,2026-01-06,Passed
1981,554,3,2026-01-13,Passed
1982,554,4,2026-01-20,Rejected
1983,555,1,2025-10-01,Passed
1984,555,2,2025-10-09,Passed
1985,555,3,2025-10-12,Rejected
1986,556,1,2025-08-05,Passed
1987,556,2,2025-08-10,Passed
1988,556,3,2025-08-13,Rejected
1989,557,1,2025-09-25,Passed
1990,557,2,2025-09-30,Passed
1991,557,3,2025-10-05,Passed
1992,557,4,2025-10-11,Rejected
1993,558,1,2025-07-15,Passed
1994,558,2,2025-07-23,Passed
1995,558,3,2025-07-27,Passed
1996,558,4,2025-07-29,Passed
1997,558,5,2025-08-07,Passed
1998,558,6,2025-08-12,Selected
1999,559,1,2025-12-10,Passed
2000,559,2,2025-12-14,Passed
2001,559,3,2025-12-16,Rejected
2002,560,1,2025-05-17,Passed
2003,560,2,2025-05-27,Passed
2004,560,3,2025-05-29,Rejected
2005,561,1,2025-03-24,Passed
2006,561,2,2025-03-27,Passed
2007,561,3,2025-04-05,Passed
2008,561,4,2025-04-10,Passed
2009,561,5,2025-04-14,Passed
2010,561,6,2025-04-17,Rejected
2011,562,1,2025-05-09,Passed
2012,562,2,2025-05-18,Passed
2013,562,3,2025-05-20,Rejected
2014,563,1,2025-02-01,Passed
2015,563,2,2025-02-10,Passed
2016,563,3,2025-02-17,Passed
2017,563,4,2025-02-21,Passed
2018,563,5,2025-02-25,Rejected
2019,564,1,2025-06-01,Passed
2020,564,2,2025-06-09,Passed
2021,564,3,2025-06-16,Rejected
2022,565,1,2025-10-05,Passed
2023,565,2,2025-10-09,Rejected
2024,566,1,2025-08-20,Passed
2025,566,2,2025-08-28,Passed
2026,566,3,2025-08-31,Passed
2027,566,4,2025-09-03,Rejected
2028,567,1,2025-12-12,Passed
2029,567,2,2025-12-16,Passed
2030,567,3,2025-12-20,Passed
2031,567,4,2025-12-29,Passed
2032,567,5,2026-01-04,Passed
2033,567,6,2026-01-09,Rejected
2034,568,1,2025-04-25,Passed
2035,568,2,2025-05-02,Passed
2036,568,3,2025-05-11,Passed
2037,568,4,2025-05-16,Passed
2038,568,5,2025-05-26,Passed
2039,568,6,2025-05-29,Rejected
2040,569,1,2025-10-15,Passed
2041,569,2,2025-10-23,Passed
2042,569,3,2025-10-29,Rejected
2043,570,1,2025-09-19,Passed
2044,570,2,2025-09-28,Passed
2045,570,3,2025-10-01,Passed
2046,570,4,2025-10-03,Passed
2047,570,5,2025-10-04,Rejected
2048,571,1,2025-12-23,Passed
2049,571,2,2025-12-27,Passed
2050,571,3,2026-01-04,Passed
2051,571,4,2026-01-11,Rejected
2052,572,1,2025-12-07,Passed
2053,572,2,2025-12-13,Rejected
2054,573,1,2025-07-15,Passed
2055,573,2,2025-07-24,Passed
2056,573,3,2025-07-27,Rejected
2057,574,1,2025-12-17,Passed
2058,574,2,2025-12-25,Passed
2059,574,3,2025-12-31,Rejected
2060,575,1,2025-01-28,Passed
2061,575,2,2025-02-06,Passed
2062,575,3,2025-02-13,Passed
2063,575,4,2025-02-19,Rejected
2064,576,1,2025-05-09,Passed
2065,576,2,2025-05-13,Passed
2066,576,3,2025-05-22,Passed
2067,576,4,2025-05-24,Rejected
2068,577,1,2025-08-15,Passed
2069,577,2,2025-08-19,Passed
2070,577,3,2025-08-22,Passed
2071,577,4,2025-08-26,Rejected
2072,578,1,2025-11-21,Passed
2073,578,2,2025-11-24,Passed
2074,578,3,2025-11-29,Passed
2075,578,4,2025-12-01,Rejected
2076,579,1,2025-11-28,Passed
2077,579,2,2025-12-01,Rejected
2078,580,1,2025-10-29,Passed
2079,580,2,2025-11-08,Passed
2080,580,3,2025-11-14,Rejected
2081,581,1,2025-11-05,Passed
2082,581,2,2025-11-10,Rejected
2083,582,1,2025-04-10,Passed
2084,582,2,2025-04-18,Passed
2085,582,3,2025-04-24,Rejected
2086,583,1,2025-04-01,Passed
2087,583,2,2025-04-02,Rejected
2088,584,1,2025-04-06,Passed
2089,584,2,2025-04-13,Passed
2090,584,3,2025-04-16,Rejected
2091,585,1,2025-09-21,Passed
2092,585,2,2025-09-29,Passed
2093,585,3,2025-09-30,Rejected
2094,586,1,2025-01-21,Passed
2095,586,2,2025-01-28,Rejected
2096,587,1,2025-10-12,Passed
2097,587,2,2025-10-15,Passed
2098,587,3,2025-10-23,Passed
2099,587,4,2025-10-29,Rejected
2100,588,1,2025-03-24,Passed
2101,588,2,2025-04-01,Passed
2102,588,3,2025-04-08,Passed
2103,588,4,2025-04-12,Passed
2104,588,5,2025-04-16,Passed
2105,588,6,2025-04-17,Rejected
2106,589,1,2025-05-11,Passed
2107,589,2,2025-05-16,Passed
2108,589,3,2025-05-18,Passed
2109,589,4,2025-05-25,Rejected
2110,590,1,2025-08-27,Passed
2111,590,2,2025-09-02,Passed
2112,590,3,2025-09-09,Rejected
2113,591,1,2025-03-21,Passed
2114,591,2,2025-03-24,Passed
2115,591,3,2025-03-26,Rejected
2116,592,1,2025-06-15,Passed
2117,592,2,2025-06-18,Passed
2118,592,3,2025-06-24,Passed
2119,592,4,2025-06-26,Passed
2120,592,5,2025-06-30,Rejected
2121,593,1,2025-11-17,Passed
2122,593,2,2025-11-20,Passed
2123,593,3,2025-11-26,Passed
2124,593,4,2025-11-27,Rejected
2125,594,1,2025-12-05,Passed
2126,594,2,2025-12-07,Passed
2127,594,3,2025-12-17,Passed
2128,594,4,2025-12-21,Rejected
2129,595,1,2025-10-21,Passed
2130,595,2,2025-10-27,Passed
2131,595,3,2025-10-31,Rejected
2132,596,1,2025-02-07,Passed
2133,596,2,2025-02-15,Passed
2134,596,3,2025-02-22,Passed
2135,596,4,2025-03-01,Rejected
2136,597,1,2025-06-12,Passed
2137,597,2,2025-06-19,Passed
2138,597,3,2025-06-23,Rejected
2139,598,1,2025-04-05,Passed
2140,598,2,2025-04-12,Passed
2141,598,3,2025-04-19,Rejected
2142,599,1,2025-09-16,Passed
2143,599,2,2025-09-25,Passed
2144,599,3,2025-09-29,Rejected
2145,600,1,2025-10-06,Passed
2146,600,2,2025-10-10,Passed
2147,600,3,2025-10-13,Passed
2148,600,4,2025-10-16,Rejected
2149,601,1,2025-02-17,Passed
2150,601,2,2025-02-24,Rejected
2151,602,1,2025-04-20,Passed
2152,602,2,2025-04-23,Rejected
2153,603,1,2025-06-19,Passed
2154,603,2,2025-06-28,Passed
2155,603,3,2025-07-03,Passed
2156,603,4,2025-07-10,Passed
2157,603,5,2025-07-17,Passed
2158,603,6,2025-07-24,Rejected
2159,604,1,2025-04-22,Passed
2160,604,2,2025-05-01,Passed
2161,604,3,2025-05-10,Passed
2162,604,4,2025-05-13,Passed
2163,604,5,2025-05-22,Passed
2164,604,6,2025-05-29,Rejected
2165,605,1,2025-09-01,Passed
2166,605,2,2025-09-04,Passed
2167,605,3,2025-09-07,Rejected
2168,606,1,2025-11-29,Passed
2169,606,2,2025-12-03,Passed
2170,606,3,2025-12-08,Rejected
2171,607,1,2025-12-09,Passed
2172,607,2,2025-12-15,Rejected
2173,608,1,2025-05-04,Passed
2174,608,2,2025-05-08,Passed
2175,608,3,2025-05-11,Passed
2176,608,4,2025-05-21,Passed
2177,608,5,2025-05-25,Rejected
2178,609,1,2025-11-11,Passed
2179,609,2,2025-11-20,Passed
2180,609,3,2025-11-24,Rejected
2181,610,1,2025-05-05,Passed
2182,610,2,2025-05-10,Passed
2183,610,3,2025-05-14,Passed
2184,610,4,2025-05-20,Rejected
2185,611,1,2025-12-16,Passed
2186,611,2,2025-12-19,Passed
2187,611,3,2025-12-21,Passed
2188,611,4,2025-12-28,Passed
2189,611,5,2026-01-04,Rejected
2190,612,1,2025-07-15,Passed
2191,612,2,2025-07-21,Passed
2192,612,3,2025-07-27,Rejected
2193,613,1,2025-02-28,Passed
2194,613,2,2025-03-04,Passed
2195,613,3,2025-03-10,Rejected
2196,614,1,2025-10-04,Passed
2197,614,2,2025-10-07,Passed
2198,614,3,2025-10-10,Rejected
2199,615,1,2025-01-13,Passed
2200,615,2,2025-01-18,Rejected
2201,616,1,2025-07-11,Passed
2202,616,2,2025-07-14,Passed
2203,616,3,2025-07-18,Rejected
2204,617,1,2025-09-18,Passed
2205,617,2,2025-09-24,Rejected
2206,618,1,2025-01-23,Passed
2207,618,2,2025-01-31,Passed
2208,618,3,2025-02-07,Rejected
2209,619,1,2025-11-30,Passed
2210,619,2,2025-12-08,Passed
2211,619,3,2025-12-10,Rejected
2212,620,1,2025-09-21,Passed
2213,620,2,2025-09-27,Passed
2214,620,3,2025-09-30,Passed
2215,620,4,2025-10-05,Passed
2216,620,5,2025-10-06,Rejected
2217,621,1,2025-03-27,Passed
2218,621,2,2025-03-31,Passed
2219,621,3,2025-04-04,Rejected
2220,622,1,2025-10-03,Passed
2221,622,2,2025-10-05,Passed
2222,622,3,2025-10-15,Passed
2223,622,4,2025-10-23,Passed
2224,622,5,2025-10-26,Rejected
2225,623,1,2025-11-17,Passed
2226,623,2,2025-11-21,Passed
2227,623,3,2025-11-26,Passed
2228,623,4,2025-11-28,Passed
2229,623,5,2025-12-02,Rejected
2230,624,1,2025-12-10,Passed
2231,624,2,2025-12-16,Passed
2232,624,3,2025-12-20,Rejected
2233,625,1,2025-04-20,Passed
2234,625,2,2025-04-24,Passed
2235,625,3,2025-04-28,Passed
2236,625,4,2025-05-05,Rejected
2237,626,1,2025-08-06,Passed
2238,626,2,2025-08-12,Rejected
2239,627,1,2025-04-16,Passed
2240,627,2,2025-04-23,Passed
2241,627,3,2025-04-26,Passed
2242,627,4,2025-05-05,Passed
2243,627,5,2025-05-07,Rejected
2244,628,1,2025-12-26,Passed
2245,628,2,2026-01-03,Passed
2246,628,3,2026-01-10,Passed
2247,628,4,2026-01-15,Passed
2248,628,5,2026-01-22,Rejected
2249,629,1,2025-08-11,Passed
2250,629,2,2025-08-13,Passed
2251,629,3,2025-08-20,Rejected
2252,630,1,2025-02-06,Passed
2253,630,2,2025-02-15,Passed
2254,630,3,2025-02-18,Rejected
2255,631,1,2025-03-20,Passed
2256,631,2,2025-03-26,Rejected
2257,632,1,2025-06-19,Passed
2258,632,2,2025-06-21,Rejected
2259,633,1,2025-02-07,Passed
2260,633,2,2025-02-12,Rejected
2261,634,1,2025-05-09,Passed
2262,634,2,2025-05-17,Passed
2263,634,3,2025-05-20,Rejected
2264,635,1,2025-10-22,Passed
2265,635,2,2025-10-30,Passed
2266,635,3,2025-11-05,Passed
2267,635,4,2025-11-10,Passed
2268,635,5,2025-11-15,Rejected
2269,636,1,2025-05-13,Passed
2270,636,2,2025-05-17,Passed
2271,636,3,2025-05-19,Passed
2272,636,4,2025-05-25,Rejected
2273,637,1,2025-08-19,Passed
2274,637,2,2025-08-23,Passed
2275,637,3,2025-09-01,Passed
2276,637,4,2025-09-04,Rejected
2277,638,1,2025-08-10,Passed
2278,638,2,2025-08-12,Rejected
2279,639,1,2025-07-19,Passed
2280,639,2,2025-07-24,Passed
2281,639,3,2025-07-25,Rejected
2282,640,1,2025-10-01,Passed
2283,640,2,2025-10-04,Passed
2284,640,3,2025-10-11,Rejected
2285,641,1,2025-11-13,Passed
2286,641,2,2025-11-21,Passed
2287,641,3,2025-11-23,Rejected
2288,642,1,2025-10-27,Passed
2289,642,2,2025-10-28,Rejected
2290,643,1,2025-02-07,Passed
2291,643,2,2025-02-16,Passed
2292,643,3,2025-02-18,Passed
2293,643,4,2025-02-28,Passed
2294,643,5,2025-03-05,Rejected
2295,644,1,2025-09-15,Passed
2296,644,2,2025-09-19,Passed
2297,644,3,2025-09-23,Rejected
2298,645,1,2025-12-18,Passed
2299,645,2,2025-12-21,Passed
2300,645,3,2025-12-30,Passed
2301,645,4,2026-01-03,Passed
2302,645,5,2026-01-07,Rejected
2303,646,1,2025-02-14,Passed
2304,646,2,2025-02-17,Passed
2305,646,3,2025-02-24,Rejected
2306,647,1,2025-08-13,Passed
2307,647,2,2025-08-17,Rejected
2308,648,1,2025-12-05,Passed
2309,648,2,2025-12-14,Passed
2310,648,3,2025-12-17,Passed
2311,648,4,2025-12-20,Passed
2312,648,5,2025-12-26,Rejected
2313,649,1,2025-03-22,Passed
2314,649,2,2025-03-24,Rejected
2315,650,1,2025-03-11,Passed
2316,650,2,2025-03-20,Passed
2317,650,3,2025-03-23,Passed
2318,650,4,2025-03-25,Rejected
2319,651,1,2025-10-07,Passed
2320,651,2,2025-10-15,Passed
2321,651,3,2025-10-19,Passed
2322,651,4,2025-10-22,Passed
2323,651,5,2025-10-29,Rejected
2324,652,1,2025-03-15,Passed
2325,652,2,2025-03-17,Rejected
2326,653,1,2025-11-28,Passed
2327,653,2,2025-11-30,Passed
2328,653,3,2025-12-10,Passed
2329,653,4,2025-12-15,Rejected
2330,654,1,2025-10-11,Passed
2331,654,2,2025-10-21,Passed
2332,654,3,2025-10-26,Rejected
2333,655,1,2025-03-14,Passed
2334,655,2,2025-03-17,Passed
2335,655,3,2025-03-19,Rejected
2336,656,1,2025-01-03,Passed
2337,656,2,2025-01-04,Rejected
2338,657,1,2025-07-21,Passed
2339,657,2,2025-07-25,Passed
2340,657,3,2025-08-03,Passed
2341,657,4,2025-08-04,Rejected
2342,658,1,2025-02-13,Passed
2343,658,2,2025-02-18,Passed
2344,658,3,2025-02-19,Rejected
2345,659,1,2025-06-26,Passed
2346,659,2,2025-06-28,Passed
